    33 +1.518493e-01 -3.394052e-02 +1.124394e-02 -5.131329e-02     40
    34 -1.062179e-02 -3.674298e-02 -4.078610e-03 -8.576823e-02     65
    35 -8.048969e-03 -3.421153e-02 -7.297019e-03 -3.418395e-03      3
    36 -4.530868e-02 -6.030603e-02 +2.648672e-02 -3.172552e-02     24
    37 -1.915997e-02 -2.113652e-02 -1.068034e-02 -1.794793e-02     15
    38 +1.082131e-03 -1.307632e-02 -4.151450e-03 -1.337146e-03      2
    39 +4.702240e-03 -5.867351e-03 -7.185401e-03 -1.152711e-03      2
    40 -8.259096e-03 -1.237738e-01 +3.025678e-02 -4.902124e-02     38
    41 +2.216988e-02 -6.237126e-03 -3.042014e-03 -3.465653e-03      4
    42 -1.665719e-02 -1.776012e-02 +3.698950e-04 -5.587249e-03      5
    43 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    44 -2.278778e-02 -7.287452e-04 -7.612857e-04 -2.820937e-03      3
    45 +1.995664e-03 +2.708176e-02 -1.172396e-02 -3.624808e-03      4
    46 +7.972675e-03 +2.356598e-02 +1.355503e-02 -3.256843e-03      3
    47 -1.697576e-02 -3.316252e-02 -5.616973e-03 -4.274599e-02     32
    48 +4.189786e-03 +3.236180e-03 -4.831421e-04 -1.183884e-02     11
    49 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    50 +3.980197e-03 +1.474261e-02 +9.547895e-04 -1.222458e-02     12
    51 +3.743979e-02 -6.888092e-03 -7.644667e-02 -4.977856e-02     39
    52 -1.435356e-02 -1.727772e-02 +1.074728e-02 -3.357247e-02     27
    53 +7.718930e-03 -1.678187e-02 -1.913067e-03 -3.776343e-03      4
    54 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    55 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    56 +4.583937e-03 +7.059045e-03 -1.598641e-02 -3.323785e-03      4
    57 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    58 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    59 -8.507866e-03 +2.529463e-02 -7.075905e-03 -3.479254e-03      4
    60 +6.046124e-02 +1.433600e-03 -3.232759e-02 -9.816506e-03      8
    61 -1.537817e-02 -4.836295e-02 +5.413792e-02 -1.168186e-02     10
    62 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    63 -7.530045e-04 -2.375664e-02 +2.506292e-02 -1.018013e-02      9
    64 -1.148747e-03 -3.332215e-03 +6.269288e-03 -9.514256e-04      2
    65 +1.670167e-02 +1.903576e-02 -2.387734e-02 -5.014114e-03      5
    66 -2.238371e-02 -2.181327e-02 +1.927049e-03 -4.923442e-03      5
    67 +1.931591e-02 -3.989472e-02 +2.921071e-02 -4.694987e-02     40
    68 -2.361409e-03 -1.223171e-02 -8.306504e-03 -4.217730e-03      4
    69 -4.249917e-02 -3.219330e-02 -1.004369e-01 -4.540749e-02     34
    70 +4.821233e-03 -2.658989e-02 +6.905306e-03 -1.034691e-02      9
    71 -4.117228e-02 +5.638794e-02 +8.014009e-02 -2.335580e-02     18
    72 -7.893611e-04 -2.073046e-02 +1.706275e-02 -1.383502e-02     13
    73 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    74 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    75 -5.190985e-02 -9.555143e-03 -4.368302e-02 -3.021907e-02     23
    76 +1.109822e-01 -7.393149e-02 +2.246693e-02 -8.531063e-02     65
    77 -5.407163e-02 -1.045733e-02 -1.473225e-02 -2.181581e-02     19
    78 -1.874223e-02 +1.543330e-02 +5.055064e-03 -6.326156e-03      6
    79 -1.037898e-02 -7.002973e-02 +2.221520e-02 -4.482050e-02     36
    80 +2.431233e-03 -3.927822e-03 -7.215943e-03 -1.041721e-03      2
    81 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    82 +7.578213e-02 -2.843517e-02 -1.338733e-01 -8.704684e-02     67
    83 +1.828675e-02 -4.950754e-03 -8.859906e-03 -2.147913e-02     18
    84 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    85 +1.393459e-01 +4.738961e-02 +8.248178e-02 -5.269272e-02     39
    86 -1.032271e-01 +1.038706e-01 +8.808729e-03 -6.329827e-02     48
    87 +2.720796e-02 -2.053560e-03 -4.913687e-02 -3.096288e-02     26
    88 +2.217264e-02 -8.429739e-04 +3.545653e-03 -2.612654e-02     21
    89 -3.168291e-02 +4.211059e-02 +2.650514e-02 -1.438181e-02     11
    90 +2.869218e-04 +1.452376e-02 -3.465988e-02 -3.756718e-02     27
    91 +1.644940e-02 +6.553099e-03 +8.851371e-04 -2.323193e-03      3
    92 -3.172771e-02 -1.414551e-02 +1.014297e-02 -2.398054e-02     17
    93 +8.873697e-03 +3.326994e-02 -7.529673e-03 -5.102541e-03      5
    94 +2.350962e-03 +1.289865e-03 +1.342054e-02 -5.564103e-03      6
    95 -1.537138e-01 +7.801659e-03 +8.191015e-02 -7.260687e-02     56
    96 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
    97 +6.095408e-03 +4.690298e-04 -2.385971e-03 -2.822335e-03      3
    98 -4.535605e-02 +6.993938e-02 +1.468081e-02 -7.380330e-02     60
    99 +2.414497e-02 +2.334427e-02 +3.587260e-03 -4.379649e-02     34
   100 -9.450234e-02 -5.464614e-02 -1.976722e-02 -3.413700e-02     27
   101 +2.179223e-02 -1.945826e-02 -7.305783e-02 -4.672319e-02     37
   102 -7.728091e-02 -2.851684e-02 +1.001735e-01 -7.312398e-02     53
   103 +5.955241e-02 +5.297524e-02 +2.155258e-02 -1.485152e-02     11
   104 +1.114467e-02 +3.271828e-02 +1.618889e-02 -2.161313e-02     16
   105 +3.729485e-02 +1.316652e-02 +4.625743e-03 -2.188363e-02     18
   106 -1.666393e-02 +2.240349e-02 +4.386967e-02 -1.601898e-02     14
   107 +1.141981e-01 -3.485586e-02 +4.992755e-03 -2.560757e-02     21
   108 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   109 +1.998933e-02 -4.634301e-02 +2.460838e-02 -7.696008e-02     64
   110 +2.564137e-02 -5.526328e-02 +2.998485e-02 -1.653745e-02     15
   111 -1.842079e-02 -4.671097e-02 -2.659454e-02 -3.687995e-02     28
   112 +3.642980e-02 -7.895763e-02 +1.433383e-02 -3.192544e-02     24
   113 +6.529543e-04 -5.463836e-03 +9.599161e-03 -1.190865e-03      2
   114 +4.804442e-03 -1.959296e-03 -5.355693e-02 -1.214950e-02     10
   115 -6.109301e-03 +2.372060e-02 +9.793043e-03 -3.530090e-03      4
   116 +6.824242e-03 -1.233400e-03 -4.526008e-02 -1.088084e-02      9
   117 +6.414570e-02 -4.213663e-02 -1.267346e-01 -5.062334e-02     38
   118 -1.203998e-02 -3.283176e-02 -1.195185e-02 -2.270956e-02     18
   119 -3.061259e-02 +5.189688e-02 +2.360247e-02 -3.835804e-02     30
   120 +4.710275e-02 -3.118431e-02 +7.896107e-02 -2.917421e-02     24
   121 -8.237267e-03 -1.128595e-02 +1.465688e-02 -1.651569e-03      2
   122 -9.396743e-03 -3.259595e-03 +4.668311e-02 -1.951149e-02     17
   123 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   124 -2.834606e-02 -5.031387e-02 -4.599435e-03 -5.424618e-02     42
   125 +4.832518e-02 -8.364957e-03 +7.099111e-02 -1.733427e-02     14
   126 -4.698405e-03 -5.869961e-03 -4.277520e-03 -1.046924e-03      2
   127 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   128 +4.128176e-02 +7.776800e-02 +1.304044e-03 -8.437058e-02     64
   129 -9.050846e-02 +5.533473e-03 -1.250447e-01 -7.242118e-02     55
   130 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   131 +3.906839e-02 -7.013731e-02 -7.588861e-02 -3.096180e-02     25
   132 +2.773519e-03 -8.190515e-03 -2.364671e-04 -1.444560e-02     13
   133 -7.212925e-02 +4.212168e-02 +8.765977e-02 -5.324783e-02     40
   134 +7.247883e-02 +4.477922e-02 +2.871313e-02 -2.538013e-02     20
   135 +1.442938e-02 +5.696210e-03 -7.298944e-02 -5.233603e-02     42
   136 -3.518239e-02 +5.674079e-03 -7.528787e-02 -3.442537e-02     28
   137 +1.351347e-02 -1.988676e-02 +3.341224e-03 -3.159175e-03      4
   138 -3.428299e-02 +1.820991e-02 +9.613872e-02 -5.619165e-02     42
   139 +6.049272e-03 +8.890834e-03 -1.206229e-02 -1.458199e-03      2
   140 +3.104832e-02 -7.554447e-02 +4.680486e-02 -5.033203e-02     38
   141 -5.887686e-02 -3.664969e-02 -6.111061e-02 -6.894550e-02     50
   142 +1.413756e-02 -1.809057e-02 +2.795820e-03 -3.286935e-03      3
   143 +4.915239e-02 -4.664706e-02 +1.448772e-02 -3.223943e-02     27
   144 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   145 -7.279758e-03 +3.550905e-03 +6.329672e-03 -7.595616e-03      7
   146 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   147 -1.186044e-02 +1.301422e-02 -4.114744e-04 -1.528488e-03      2
   148 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   149 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   150 -1.785036e-01 -5.666476e-02 -1.084943e-01 -5.749384e-02     43
   151 -4.835854e-03 -2.208741e-02 -2.238014e-02 -2.158607e-03      2
   152 +3.142195e-02 +1.127812e-01 -1.573555e-02 -3.299730e-02     24
   153 -3.471174e-02 -9.050780e-02 +8.514069e-03 -5.083933e-02     38
   154 +2.536246e-02 -7.971509e-03 +6.943157e-02 -3.982964e-02     30
   155 +1.061295e-01 +2.482166e-02 -7.951700e-02 -8.814869e-02     71
   156 -2.770978e-02 +1.875421e-02 -4.068332e-02 -4.582552e-02     37
   157 +3.094268e-03 -1.278401e-02 -1.959479e-03 -1.312856e-03      2
   158 -4.012254e-02 +2.896121e-02 +2.749662e-02 -1.088303e-02      8
   159 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   160 +1.945003e-02 -5.846823e-02 -5.075879e-03 -2.649693e-02     23
   161 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   162 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   163 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   164 +5.655033e-02 -6.664808e-02 -1.114113e-02 -3.713673e-02     27
   165 -2.039889e-02 -2.145154e-02 -1.370790e-03 -6.759613e-03      6
   166 -2.321672e-02 -1.522030e-02 +2.476539e-03 -2.079659e-02     17
   167 -5.468825e-02 +1.078731e-02 +3.433857e-02 -1.729708e-02     14
   168 -1.576916e-02 -4.113619e-02 -2.839828e-02 -2.366098e-02     19
   169 +3.509723e-02 +3.776436e-03 +1.351797e-02 -7.714495e-03      7
   170 -3.065500e-02 +6.233306e-02 -5.036841e-02 -3.749416e-02     29
   171 +3.442039e-02 -3.959829e-03 +3.074186e-02 -6.703699e-02     49
   172 -1.615108e-01 -2.284836e-02 +2.936133e-02 -3.798281e-02     29
   173 +5.027809e-03 -3.252143e-03 +4.989341e-03 -9.918011e-04      2
   174 +4.732483e-02 +2.742474e-02 +3.171050e-02 -2.521547e-02     21
   175 +2.760483e-02 -2.613992e-02 +7.319357e-03 -2.754350e-02     22
   176 +1.699345e-02 -1.334055e-03 -2.521370e-02 -1.415731e-02     11
   177 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   178 +2.865558e-02 -9.885304e-03 -4.608930e-02 -4.399460e-02     35
   179 +1.084524e-02 +1.650947e-03 +2.030905e-03 -1.196078e-03      2
   180 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   181 +3.628316e-02 +2.832364e-02 -4.475021e-02 -3.612450e-02     27
   182 -5.003709e-03 -3.521757e-02 -1.790821e-02 -7.106852e-02     54
   183 -2.016923e-02 -3.479490e-02 -3.512026e-02 -5.498112e-02     43
   184 +3.502095e-03 -3.509147e-02 -2.644033e-02 -1.626916e-02     15
   185 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   186 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   187 -1.481676e-03 -1.815904e-04 -7.521676e-03 -9.834830e-04      2
   188 -1.369067e-02 -6.951863e-03 -1.083249e-02 -9.606174e-03      9
   189 +4.906529e-02 -4.323156e-02 +8.525053e-02 -3.371947e-02     25
   190 +9.495282e-03 +1.700419e-03 -5.051963e-03 -1.483316e-02     12
   191 -2.453634e-04 +9.162714e-04 +1.065796e-02 -1.170052e-03      2
   192 +8.053389e-03 -2.188641e-02 -7.181865e-03 -1.171954e-02     10
   193 +1.354585e-02 +1.004527e-02 +1.167374e-02 -2.285730e-03      3
   194 +4.229129e-02 -5.138163e-02 -2.216359e-02 -1.323265e-02     11
   195 +9.173749e-03 -6.190863e-03 +9.029782e-03 -1.364092e-03      2
   196 +2.600091e-02 +2.413276e-02 +5.160965e-02 -1.388842e-02     12
   197 -2.593608e-02 -8.248458e-02 +1.378496e-02 -8.010213e-03      5
   198 +2.913318e-02 +1.322496e-02 -9.898090e-04 -6.774669e-03      7
   199 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   200 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   201 +3.290987e-02 -8.088029e-02 +1.303010e-01 -4.978677e-02     37
   202 -5.366154e-02 -2.989770e-02 +5.164544e-02 -2.937942e-02     21
   203 +4.152343e-02 +2.678342e-02 +1.094767e-02 -8.098280e-03      6
   204 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   205 -4.364377e-02 -3.074787e-03 -8.369802e-03 -1.267953e-02     10
   206 +1.787140e-03 +1.611367e-02 +2.207698e-02 -1.058786e-02     11
   207 -3.644428e-02 -3.874026e-03 +1.595072e-02 -2.253504e-02     19
   208 +7.483020e-03 -6.444092e-04 +1.865204e-02 -2.893870e-03      3
   209 -1.355950e-01 +4.014105e-02 -2.689230e-02 -6.013287e-02     48
   210 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   211 +2.134702e-02 +1.202048e-01 +2.919159e-02 -5.453350e-02     40
   212 +7.306479e-03 -8.183317e-03 -1.244552e-02 -2.347017e-03      3
   213 -2.523338e-02 -5.258237e-02 -3.482657e-02 -3.565516e-02     28
   214 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   215 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   216 +9.735211e-03 -1.081816e-02 -8.231157e-03 -2.066795e-03      3
   217 +1.935656e-02 +6.649873e-03 -2.708444e-02 -6.211872e-03      6
   218 +1.736871e-02 -1.880995e-02 -1.432214e-02 -2.048117e-02     16
   219 -3.523526e-02 +3.088575e-03 +1.951667e-03 -3.211640e-02     28
   220 -7.092847e-03 -2.731238e-02 -2.609209e-02 -6.556918e-03      6
   221 +7.687375e-03 +3.847129e-02 -5.056563e-02 -1.617446e-02     11
   222 -6.786230e-02 +5.644310e-03 +8.158513e-02 -2.872775e-02     22
   223 -4.577359e-02 +2.319693e-02 -1.066353e-01 -3.547100e-02     26
   224 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   225 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   226 +7.796653e-03 +8.782456e-04 -2.715584e-03 -1.024839e-03      2
   227 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   228 -8.609236e-04 -1.796453e-02 +1.629191e-02 -4.784583e-03      5
   229 +1.781782e-02 -1.243017e-02 -4.375563e-02 -2.109098e-02     17
   230 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   231 -3.899572e-02 -6.653939e-02 -1.477150e-01 -9.786246e-02     73
   232 +1.789859e-02 +1.371626e-02 +2.172671e-02 -2.136890e-03      2
   233 +3.437370e-02 +1.435226e-02 +2.779139e-02 -1.707111e-02     12
   234 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   235 +1.012238e-02 -8.734476e-03 +1.205665e-02 -6.302167e-03      7
   236 -3.398537e-02 +2.784603e-02 +2.909171e-02 -1.787665e-02     14
   237 +6.305566e-02 +2.287372e-02 +2.296223e-02 -6.337192e-02     48
   238 -4.578153e-03 +2.507258e-02 +1.184983e-02 -8.587246e-03      8
   239 -4.332737e-02 -9.184425e-03 +2.339480e-02 -6.498319e-03      6
   240 +2.894998e-02 -7.797608e-02 +3.510029e-02 -3.810712e-02     29
   241 -1.011913e-01 +6.563799e-02 -2.593735e-02 -6.586049e-02     54
   242 +3.108699e-02 -7.477366e-03 +3.475842e-02 -1.198476e-02     10
   243 +8.196296e-03 +1.431587e-02 -1.969355e-02 -6.910956e-03      6
   244 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   245 -2.459793e-03 -5.126450e-03 -1.688123e-02 -3.475519e-03      4
   246 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   247 +9.449264e-03 -8.157575e-03 -1.590536e-02 -5.614232e-03      6
   248 -8.042936e-03 -6.173863e-02 +8.657885e-03 -1.781962e-02     14
   249 +2.114875e-03 +1.240265e-02 -1.780385e-02 -8.984092e-03      8
   250 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   251 -6.875795e-02 +4.329034e-02 +1.304684e-02 -2.862990e-02     22
   252 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   253 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   254 +4.956448e-03 -1.013002e-01 -6.041331e-02 -4.234492e-02     34
   255 +1.078701e-01 +4.571857e-02 -3.104124e-02 -7.963703e-02     59
   256 -5.107420e-03 +3.900613e-02 +1.021488e-02 -9.115646e-03      9
   257 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   258 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   259 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   260 -1.696572e-02 -9.414480e-04 +2.830018e-02 -1.127075e-02     11
   261 +1.094680e-02 +8.745515e-02 +1.143332e-02 -3.070644e-02     23
   262 +1.619572e-02 -1.441753e-02 -9.274723e-03 -7.244540e-03      8
   263 -1.201034e-01 +4.610114e-02 -1.737216e-03 -6.517118e-02     52
   264 -1.458411e-02 -3.430872e-02 -5.951379e-03 -2.961667e-02     25
   265 +1.741003e-02 -4.702158e-02 -5.589714e-03 -2.921556e-02     24
   266 -1.866623e-03 -1.141054e-02 +1.062596e-02 -4.213888e-03      5
   267 -1.181582e-03 -6.015119e-04 -7.238101e-03 -9.627301e-04      2
   268 -5.017821e-02 -2.058946e-02 -2.102538e-02 -1.491506e-02     12
   269 -1.926238e-02 -4.034402e-02 -2.356217e-02 -8.062829e-03      6
   270 +8.015153e-03 -1.211501e-02 +3.342322e-04 -7.547835e-03      7
   271 -1.617464e-02 +3.804416e-02 -1.259616e-02 -1.296492e-02     10
   272 +4.338992e-02 +3.208607e-02 +5.752488e-02 -2.519663e-02     19
   273 +9.027232e-02 -4.889060e-02 +1.859261e-02 -3.745079e-02     30
   274 -1.367855e-02 +1.208904e-02 -7.917813e-03 -3.977291e-03      4
   275 -3.237366e-03 -6.353090e-03 -1.785131e-02 -1.604233e-03      2
   276 -1.365037e-01 -9.875773e-02 +3.097478e-02 -5.048344e-02     37
   277 -3.424575e-02 -1.056271e-01 -5.541734e-03 -5.966246e-02     48
   278 -4.817647e-02 +2.993075e-02 +3.989007e-02 -5.117195e-02     36
   279 -9.475384e-03 +1.694527e-02 +4.412472e-03 -2.632187e-03      3
   280 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   281 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   282 +1.793004e-02 +3.409906e-02 -1.153924e-01 -5.481863e-02     41
   283 +1.040429e-02 -1.078625e-02 +1.112333e-02 -1.578146e-03      2
   284 -1.366293e-03 -3.342716e-02 +7.837562e-03 -7.669918e-03      6
   285 +4.187861e-02 +6.584202e-03 +8.730001e-02 -4.605765e-02     35
   286 -8.562368e-02 +8.435567e-02 +3.820683e-02 -4.469365e-02     35
   287 -5.246583e-02 -2.353806e-03 +4.075367e-02 -1.682664e-02     15
   288 +1.346565e-01 -8.667082e-02 -1.231880e-01 -3.971309e-02     26
   289 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   290 -9.811343e-03 +7.973100e-03 +2.953961e-03 -3.392060e-03      4
   291 -1.523115e-02 +3.293061e-02 -2.942689e-02 -1.342700e-02     12
   292 -9.801989e-02 +3.362927e-02 -3.629311e-02 -4.269463e-02     35
   293 -8.957437e-02 -1.077376e-02 +1.826692e-02 -2.880288e-02     22
   294 -5.959402e-03 +1.251307e-02 +2.957702e-03 -1.057034e-02     11
   295 -1.328107e-03 -1.416653e-02 +1.702496e-02 -2.324969e-02     21
   296 -1.397921e-02 -1.265326e-02 -1.599931e-02 -1.673005e-02     14
   297 -2.442474e-02 +4.335300e-03 +1.016169e-02 -2.226098e-02     19
   298 -3.059167e-02 +3.032825e-02 -2.405306e-02 -1.682650e-02     14
   299 -1.345131e-02 +4.552127e-03 +4.642545e-03 -1.397510e-03      2
   300 +5.636497e-03 -5.531741e-03 +1.472165e-01 -2.694496e-02     20
   301 -7.731463e-02 -5.012147e-02 +7.848709e-02 -5.319983e-02     43
   302 +2.641947e-02 -1.271790e-01 +1.457700e-01 -7.127797e-02     53
   303 -8.019721e-02 -5.869615e-03 +6.988985e-02 -2.507777e-02     20
   304 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   305 +6.577275e-02 +8.233254e-03 -7.884470e-03 -4.908576e-02     39
   306 -2.137269e-03 -4.808714e-03 +2.035177e-02 -6.299802e-03      5
   307 +1.868141e-02 -2.237990e-02 +4.646324e-02 -2.180655e-02     15
   308 +2.432429e-03 -9.313244e-03 +1.219659e-01 -4.074905e-02     35
   309 +4.885782e-02 +1.173225e-01 +1.005760e-01 -9.062989e-02     72
   310 -3.773429e-02 -6.655565e-03 -6.746550e-02 -3.190672e-02     25
   311 +1.272910e-01 -1.396153e-02 +4.201994e-02 -6.241921e-02     48
   312 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   313 -5.024514e-04 +8.032502e-03 +2.794221e-02 -2.018709e-02     15
   314 +4.834770e-02 -1.278093e-01 +9.302384e-02 -7.804911e-02     58
   315 +1.391339e-02 -3.680733e-02 +1.442741e-03 -1.248192e-02     12
   316 -8.256428e-02 +7.013075e-02 -1.162027e-02 -2.287718e-02     18
   317 -4.031164e-03 -3.482607e-02 -1.891204e-02 -1.982314e-02     17
   318 +1.318273e-02 -1.168598e-03 -5.114047e-03 -3.215658e-03      4
   319 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   320 -6.875272e-03 -2.796698e-02 +4.516554e-02 -1.854092e-02     15
   321 -4.878762e-03 -1.691504e-02 -2.362347e-02 -4.391057e-03      5
   322 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   323 -9.950467e-02 -2.230058e-02 -6.403342e-02 -3.030355e-02     24
   324 +4.319215e-03 +3.636475e-03 -4.658986e-03 -9.601372e-04      2
   325 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   326 -1.501324e-02 -6.032125e-02 +1.497425e-03 -4.721857e-03      3
   327 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   328 +5.808380e-03 -6.943617e-03 -3.356474e-02 -6.776185e-03      6
   329 -9.030888e-02 +6.664017e-04 -2.950109e-03 -2.557215e-02     21
   330 +5.096580e-02 -1.483734e-02 -7.551074e-04 -2.912187e-02     25
   331 -5.093736e-02 -3.626391e-03 -2.714887e-02 -2.095081e-02     17
   332 -1.177383e-02 +2.882563e-02 +9.860723e-03 -7.329830e-03      7
   333 +4.154735e-02 -1.867835e-02 -4.287617e-03 -5.289819e-03      5
   334 +5.767610e-02 -4.489071e-02 +5.805899e-02 -3.796341e-02     31
   335 +0.000000e+00 +0.000000e+00 +0.000000e+00 +0.000000e+00      1
   336 -4.047317e-04 -8.155609e-03 +1.678148e-02 -3.326883e-03      4
   337 +7.996509e-02 +1.067483e-02 +7.204196e-02 -3.157609e-02     25
   338 -2.343179e-02 -5.620849e-02 +3.155083e-02 -3.418450e-02     25
   339 +2.852558e-02 +7.028780e-03 -6.703098e-02 -3.086291e-02     28
   340 +2.839992e-02 -2.739458e-02 -5.482702e-03 -1.937026e-02     15
