128
0X1.D96B35038A404P-4  0X1.A28B82F12CC18P-2 0X1.2FB1ECC5B064EP+0 0X1.5D39222F137E7P-2
0X1.A333BD03C9C2BP-7  0X1.7D079DA2AA249P-4 -0X1.576FC1500759BP-2 0X1.41F8D1747C536P-3
0X1.64C1AF6DAA72DP-6  -0X1.45132547DEFC3P-2 0X1.9D50E67CF380CP-3 0X1.88E7C6E851EEP-6
0X1.0A71666035DP-8  -0X1.DD27601DAEA99P-6 0X1.6EC101A863824P-4 -0X1.2E7A45A26845EP-5
-0X1.63964E6ED4ADFP-9  0X1.AE03E300CAA87P-3 0X1.1220E1AFF0B97P-5 0X1.2630D2A61CACAP-6
-0X1.4F2D8CB3AE9F1P-6  0X1.D3D7D6C8A08DDP-6 -0X1.6ECF768D2CE12P-4 0X1.23047FD327354P-4
-0X1.37DB853A80C22P-6  0X1.368E1661A0CADP-4 -0X1.830CD2F625809P-3 -0X1.1CEB2FC25063P-4
-0X1.AFC333EA2F6ABP-7  0X1.533A6BF55794BP-4 0X1.95EFDA13077A9P-4 -0X1.BB6F3165B175AP-7
-0X1.AFB721F213026P-6  -0X1.EADF29A537EF6P-6 0X1.D9F6EEC9D0E38P-3 0X1.83C7471ACB591P-2
-0X1.D53BEBDCA7EEEP-8  0X1.63DE148A102F5P-5 -0X1.4F46B240878F9P-3 0X1.B169A739FC7BAP-5
0X1.19CA4A2A1581DP-9  0X1.60F9D9D80F2A1P-4 -0X1.0B84D38C28015P-2 0X1.DEA3BED44E888P-3
-0X1.5B65586F70D51P-7  0X1.301B0EB46DAE6P-4 -0X1.0F3854367C6CDP-3 0X1.F226C9E36B4AP-5
0X1.E5B65BA54978AP-7  -0X1.99FFBA83ADFBP-4 0X1.FFEFD48F2C5D6P-4 -0X1.2CF8AC229C192P-5
0X1.FFFA21D781DB2P-6  -0X1.D326B441B61D4P-9 -0X1.85005269A8F07P-7 -0X1.080E2F21FBE25P-3
-0X1.C22BCDB5793A2P-11  -0X1.CA734574847A2P-6 -0X1.D8FF943F1FDFAP-3 -0X1.BA6F1AED73AD3P-5
0X1.40432418CF5F7P-9  -0X1.DEBC87B251D8FP-6 0X1.C26E4BCC673D3P-3 0X1.6B2B6AC088BACP-2
-0X1.75EE22557FC4DP-4  -0X1.19C89F748950AP+1 -0X1.0A9EF2044B5F1P-2 0X1.9712FE12B44D5P+0
0X1.82DB150B3916BP-8  -0X1.9FECB8FC3BF52P-1 -0X1.E4FCB4CD9A063P-1 -0X1.BC1D31F5DC7DFP-3
0X1.D8D8E522FC008P-8  -0X1.0F7A0B80F76DBP-4 -0X1.95A519BA56EE7P-3 -0X1.17419F1C91F2FP-2
-0X1.9013AD3FD6AB7P-7  -0X1.3F1E487A2DEF3P-3 -0X1.A014D553E4F65P-6 0X1.273CD2448758AP-6
0X1.E144A3418DCC4P-8  -0X1.82CCCA6FAA268P-2 0X1.EDFF7357C13FCP-5 -0X1.DCDCACA835567P-3
-0X1.503A0F6B86025P-6  -0X1.BEB4ACCEDD7F3P-4 0X1.7B459FEE24BE5P-5 -0X1.BB7686630EE9P-10
-0X1.1298A7861674P-4  -0X1.D6617A64C81A5P-3 -0X1.0716CE27FEAD7P+0 -0X1.2E64E063FD219P-2
-0X1.9988F469C9425P-5  -0X1.43C7EEF518B64P-3 -0X1.EB930D07613ABP-8 -0X1.5A944A779C6DEP-4
0X1.34CC9048B1669P-6  0X1.6C71DC10CB053P-5 -0X1.7C9B3913482CAP-5 0X1.CF212D7B8B37AP-4
-0X1.DB8D5EE3FCEE9P-5  -0X1.48242B1D5C7D4P+0 0X1.905E3D82A1AE9P-1 -0X1.DF5C98F84F94CP+0
0X1.7344861F39A0DP-5  0X1.A4051DCF3618CP-5 -0X1.7C4B20500B241P-3 -0X1.C5C43553410EEP-4
0X1.3E4348E2CF22EP-6  0X1.359EEF3A2D96BP-4 0X1.72F2B283A2C32P-5 0X1.02175CDB1B95P-3
-0X1.442868759F198P-5  -0X1.4831B3F3CB979P-2 0X1.0C8E732C08265P-2 0X1.1038B0C8C827CP-4
0X1.D7F1B01BBF838P-5  -0X1.324CDE82E8DBFP-2 0X1.A68644047414AP-4 0X1.5339B6B41F065P-3
0X1.26CF84D7C2885P-8  -0X1.772D45328C846P-2 0X1.07469F9F2BDA6P-2 0X1.076817CB2BC3CP-5
-0X1.9104C2C3C5B1AP-5  -0X1.491A9B82B237DP-4 0X1.61E5C49EE2F8FP-2 0X1.6FD1515EE7F42P-7
-0X1.EA43DC5720BCAP-7  -0X1.8C30E494A2256P-3 -0X1.07D2C0497CC53P-4 0X1.03CC7B29BD567P-1
-0X1.20F81ADD882C7P-6  -0X1.2A68C6A3E189FP-2 0X1.23884DB05D058P-1 -0X1.61BB1FEA2BA37P-6
-0X1.E740E30F1A3F6P-6  0X1.58F029999CB96P-3 -0X1.1CC2AC054DE05P-5 0X1.4CEDBD62A9C22P-4
-0X1.0D31BA5FDD014P-7  0X1.ED7DBFB14A11P-6 0X1.2DEC8ACC3BA7BP-3 0X1.FEA9B83F18762P-4
0X1.498AEBBC430FDP-6  -0X1.F4293643D7B1CP-5 -0X1.6E2C6149EC821P-3 0X1.6373820454352P-5
-0X1.1C3B2106DA947P-6  -0X1.532E6A5F4FDF8P-3 -0X1.30968C9FBE414P-1 0X1.8F2B6FE6078DAP-2
0X1.700D26C69363BP-7  -0X1.032240A06DBB7P-4 0X1.AFEE55F011FDCP-4 0X1.61B27F44E579CP-3
-0X1.778A1A37085FP-6  -0X1.25E9AA6524C46P-6 0X1.39796A515638EP-7 -0X1.3195E5893EF2BP-4
0X1.09F66839B96A8P-7  -0X1.6296882F597B5P-3 0X1.E7581362450A9P-4 0X1.E3F81EE3F362BP-4
-0X1.C1F146FDF07A4P-6  0X1.986A4D1986184P-2 -0X1.78D598FA227A9P-3 0X1.49BB79E251777P-2
-0X1.09A9CEF6A75D8P-6  0X1.B81EA38D0BFE3P-3 0X1.CC6EC59604137P-2 0X1.309B362D8A79AP-3
0X1.43ECE181D983FP-5  0X1.211A07EF2955CP-2 0X1.43370374B7A7EP-1 -0X1.2ED46DCCD309BP+0
-0X1.058572F2B09A3P-5  -0X1.95889BFD1DB02P-5 0X1.D4AE7B9701A6CP-3 0X1.6836468EDAA5P-4
-0X1.6F6B61D9B0A1AP-5  -0X1.FFCCCEE07833FP-2 -0X1.A87731DB18AF2P-3 0X1.9FE24D61A673EP-7
-0X1.92D64705D80A1P-10  0X1.85A597939E684P-3 0X1.666919C015FC2P-3 -0X1.48F6994FAD107P-2
-0X1.AC35E284F7874P-6  -0X1.06984CF10177EP-4 0X1.BDD138448E918P-4 0X1.BF4306EE88C8AP-5
0X1.3CBD9196B4AE7P-8  0X1.805427BDF558FP-5 0X1.34C19DA0C3546P-3 -0X1.A3F1EA8CA8EECP-2
0X1.B3BF164386505P-6  0X1.0A66D764C7D3CP-4 -0X1.06241EC501B0EP-5 -0X1.B24A98F88D27P-6
0X1.772A7BFD6385FP-6  -0X1.26A9E977B0CFAP-4 0X1.46853AB0B4813P-2 -0X1.1F3AE33565772P-8
0X1.A36708F6EBA53P-8  0X1.62D04003A560BP-2 0X1.6FAFFF9B3C795P-3 0X1.A9FD6E879265P-4
-0X1.C6060751052BP-6  -0X1.4D16AEC85B11EP-3 -0X1.1142C39C5F82CP-1 0X1.A2179F7426498P-5
-0X1.2B82D7AA73456P-8  0X1.C09F0B692F2AFP-8 0X1.E41C0A5AB2921P-3 0X1.C76B3C1289EDP-5
-0X1.5ACD9CAF14152P-6  -0X1.4E2C3E680D84EP-5 0X1.25E3811CC6E36P-7 0X1.E7CBEED9DDB96P-8
0X1.5DACB3E32BB64P-4  -0X1.8367ED99F0AF1P-1 0X1.EEFA3B11EDE8FP-2 -0X1.FF9C866BEA97P-1
-0X1.17AFADC19BBCP-5  -0X1.BF6A0C776C1EAP-4 0X1.758D0AE79CFD6P-4 -0X1.4B6CD1F17150EP-3
0X1.4426D6AC2AAC4P-8  0X1.7239EF6EF21F1P-3 -0X1.4463D81EC4C62P-4 -0X1.3CB917376B825P-2
-0X1.0A918946566FAP-5  -0X1.0B42F182960A9P-1 0X1.A9039439C83DCP-5 -0X1.67AD9C362F70FP-2
-0X1.F88E31AEF42CBP-7  0X1.2E5788FF703F8P-4 -0X1.AA5AFC1086483P-5 0X1.AC3A3953F8805P-3
0X1.7345E1C648BFAP-6  -0X1.1F27BE81FE35CP-4 -0X1.545711D6C957CP-4 -0X1.54162AC2BAB9EP-2
0X1.FDF08C841E4CDP-7  -0X1.6E1DA3865ECF8P-4 0X1.4EA897F8B2B28P-3 -0X1.801F1077414A2P-4
-0X1.80BBD8C2BFD9BP-7  0X1.38D3F2B04F032P-6 0X1.08FC6C03CBAD7P-5 0X1.578ED7B827E1AP-4
0X1.6F6BB72DE9E69P-6  -0X1.90B0135C72DAP-7 0X1.36C3119BB0D93P-4 0X1.458F3ED33C282P-3
0X1.918D36B42036P-6  -0X1.736EA26C2B976P-3 0X1.14C3C90CDF45P-2 -0X1.5D68B2B0F4316P-6
-0X1.0F2AE28004BE8P-7  0X1.AB7D7282F0AC2P-4 0X1.B459671B96B73P-6 0X1.3FD4FD2523BF2P-5
-0X1.35A9E3386D12P-5  -0X1.585DE6E515C2FP-3 -0X1.42030430D7A69P-4 -0X1.133DD49AA2FCCP-5
-0X1.D547308CF4434P-6  -0X1.43068636F90D2P-3 -0X1.50ADDC862A385P-2 0X1.FB816AF8D908AP-3
0X1.B1B0B38752A24P-7  0X1.77EFA8F8AE16EP-3 -0X1.A7D50F7CEBD11P-4 0X1.5F24DFDF9DE4DP-3
0X1.77330C763C082P-6  -0X1.568DD0D978F69P-3 -0X1.8B934AFE4207BP-8 0X1.F1E9D5D4CAE5CP-6
-0X1.CF559A3917323P-7  -0X1.25B39BA2EB585P-2 0X1.F3614302BFA1P-4 -0X1.7E071EF6D5E68P-2
0X1.8A818AE6AD17DP-6  -0X1.715B17CED6D8AP-1 0X1.99C5EB992353P-5 0X1.44270E493704P-1
0X1.0B235A60C7296P-5  -0X1.560DD81C1A844P-3 -0X1.C6791BEE0A07AP-5 0X1.DB5DD92BC81AP-3
-0X1.679750146AA24P-5  0X1.9705B16394E2BP-2 0X1.9F03772EC936CP-4 0X1.44B1D22CB368EP-4
-0X1.A6CC22B756F25P-7  0X1.3C16D989FF704P-4 -0X1.997CA5C15E8BDP-5 -0X1.721466E36BABCP-6
0X1.74F943A39661DP-6  0X1.01F81C045A086P-4 -0X1.4C498383C3CABP-4 -0X1.218CA3DAA9C74P-4
0X1.30A078D969676P-5  -0X1.9CE46A1CE5A43P-2 -0X1.9744394E76EE4P-4 -0X1.DF9FE01A0242DP-2
0X1.479D87E79401FP-6  0X1.45FDD68DBDCC1P-3 -0X1.1BB486A8B6746P-2 -0X1.9B04E1C61C57AP-5
0X1.BDD2E3BFFA1E4P-6  -0X1.5840C124678C7P-3 -0X1.CE2ADA84314EAP-8 -0X1.8FB3B74AAE8EDP-3
0X1.14F6AE7B9A80DP-5  0X1.17E0103F5A0F9P-2 0X1.2BADF629C1CF8P-3 -0X1.58ACEB5E58CABP-4
-0X1.07AC12D8327DP-7  0X1.7F8C43699078DP-2 -0X1.5C73748D807CBP-2 0X1.BFD3B94ABA545P-3
-0X1.8F54BE6CDF5E8P-11  0X1.6FB56C4781C53P-2 0X1.2DD2C672658F8P-4 0X1.98D0380E5627DP-3
-0X1.0896FCC4B3D25P-6  -0X1.82951FBEE014EP-8 0X1.BBCDF559599AEP-3 -0X1.A99D91B291AE1P-2
-0X1.2206EC860A6E1P-6  -0X1.D769EE45573CP-5 -0X1.43D77756DE925P-2 0X1.7CFF661999747P-5
-0X1.1AE5B683CDDD9P-8  0X1.29DB692FD14EBP-4 0X1.106DB797CD87EP-5 0X1.B8821CD4AA571P-4
-0X1.EDD5E37E95DB3P-7  -0X1.4993F05643FAP-2 -0X1.40E32DDACFF4CP-3 0X1.CCCF0379A32B4P-2
0X1.65041032C920BP-5  -0X1.45A7363B77728P-5 0X1.9D0E7EFE5B4BDP-3 0X1.3F467332C000DP-1
-0X1.25667CF4C3402P-9  -0X1.D86E15952D90CP-4 -0X1.832CC1AC31E48P-4 -0X1.7CF12EDAD81AP-3
0X1.80514336B597AP-4  0X1.8528444A057DFP+1 0X1.BEFF0866E62F6P+1 0X1.124ADDEA54738P-1
0X1.2851F5A15857CP-8  0X1.9970C3EA09DBDP-3 -0X1.70A33A3FCB03FP-2 -0X1.18AEFEF74679CP-2
0X1.BA7074626D8D1P-7  0X1.54A3972D7E5B2P-5 -0X1.2D2C0DDA3C46EP-8 -0X1.7F925E7B9BBA3P-2
0X1.D90B3E52E2EA2P-6  -0X1.8D2E73B4772F6P-6 0X1.1224BAB25AC22P-4 -0X1.AC0654E375253P-4
-0X1.8B31A805BE244P-5  0X1.4A20F76F1EEE6P-9 0X1.D10E0BE4B33P-12 0X1.80B11E64EEFE4P-5
0X1.8C62A0E301959P-4  0X1.9285E5404CC21P-4 -0X1.987BB3664E8B8P+1 0X1.FABE562AB7416P-1
-0X1.6880709BBCD9DP-6  0X1.2A84C2C0755BBP-3 0X1.063F952274E1FP-2 -0X1.EF26CEB2163E8P-6
0X1.4E19F0FFAEE21P-5  0X1.9C34BCC2B2D4P-4 0X1.F7FBA3374AD8AP-2 0X1.5342C6589374AP-5
-0X1.D0ADCC540656FP-9  0X1.759D46CB7EB12P-4 -0X1.2F603E011E519P-4 0X1.6BD4CE54610A8P-4
-0X1.72F94E5537B54P-5  0X1.0F69A65C85FDFP-3 -0X1.4D8FED1C5CE4DP-2 0X1.9806F5D0A0D2CP-1
0X1.0F3F9735FE305P-6  -0X1.33EE4BF83FC2DP-2 -0X1.A49E94A08BB8AP-5 -0X1.3494CD1D88127P-6
-0X1.B88406D0ABAA3P-9  -0X1.5D877CA91EC8P-3 -0X1.F0F3CD1139DC2P-4 -0X1.DCDB4598F275AP-5
0X1.3E257ECBBB3B9P-5  -0X1.2F96A93E1FE52P-2 -0X1.90EF9EDAE417P-4 -0X1.E91FDD9B653B7P-7
-0X1.03320E6A78BC6P-6  -0X1.E47F3DA279AA2P-4 -0X1.A45E2EE0BA834P-4 0X1.526C25A3FE1E4P-6
0X1.266AA0A1A9F7BP-6  0X1.98CB11FE480BFP-3 -0X1.9AE969E4A115P-3 0X1.A9FC8F94D3452P-4
0X1.3A2546F00B2BCP-7  0X1.98640315135B9P-4 0X1.C7654DFA3C776P-5 -0X1.D15AACE48B713P-4
-0X1.A1239C4A3E447P-7  0X1.AEE3EB0FC70D7P-5 -0X1.643D4C3BC6B82P-3 0X1.52C558F6683E6P-5
0X1.1DDCB793D0424P-6  0X1.47B049A7EE3A6P-3 -0X1.8CFC9FA9C0473P-4 -0X1.36469A7D0A798P-3
