128
-0X1.7C6E37955631CP-5  -0X1.53BD84EE832D8P-4 0X1.0B00C12E78317P-3 -0X1.C1D98957F08CAP-7
-0X1.8766360A67B11P-4  0X1.2098A7F58F67EP-1 0X1.10318CDD21E45P+1 0X1.B9CCF18ECAF74P-1
0X1.D96B35038A403P-4  0X1.A28B82F12CC18P-2 0X1.2FB1ECC5B064EP+0 0X1.5D39222F137E6P-2
0X1.A333BD03C9C32P-7  0X1.7D079DA2AA24DP-4 -0X1.576FC1500759BP-2 0X1.41F8D1747C534P-3
0X1.64C1AF6DAA72DP-6  -0X1.45132547DEFC2P-2 0X1.9D50E67CF380DP-3 0X1.88E7C6E851EE2P-6
0X1.0A71666035CFAP-8  -0X1.DD27601DAEA9BP-6 0X1.6EC101A863822P-4 -0X1.2E7A45A26845EP-5
-0X1.63964E6ED4ACFP-9  0X1.AE03E300CAA87P-3 0X1.1220E1AFF0B96P-5 0X1.2630D2A61CACDP-6
-0X1.4F2D8CB3AE9F2P-6  0X1.D3D7D6C8A08D9P-6 -0X1.6ECF768D2CE1P-4 0X1.23047FD327354P-4
-0X1.37DB853A80C22P-6  0X1.368E1661A0CAEP-4 -0X1.830CD2F625809P-3 -0X1.1CEB2FC25062EP-4
-0X1.AFC333EA2F6ABP-7  0X1.533A6BF55794EP-4 0X1.95EFDA13077A9P-4 -0X1.BB6F3165B176P-7
-0X1.AFB721F213028P-6  -0X1.EADF29A537EF9P-6 0X1.D9F6EEC9D0E38P-3 0X1.83C7471ACB59P-2
-0X1.D53BEBDCA7EFP-8  0X1.63DE148A102F2P-5 -0X1.4F46B240878F8P-3 0X1.B169A739FC7B8P-5
0X1.19CA4A2A1582DP-9  0X1.60F9D9D80F2A1P-4 -0X1.0B84D38C28016P-2 0X1.DEA3BED44E88AP-3
-0X1.5B65586F70D54P-7  0X1.301B0EB46DAE6P-4 -0X1.0F3854367C6CCP-3 0X1.F226C9E36B4A3P-5
0X1.E5B65BA54978DP-7  -0X1.99FFBA83ADFB2P-4 0X1.FFEFD48F2C5DAP-4 -0X1.2CF8AC229C18FP-5
0X1.FFFA21D781DB4P-6  -0X1.D326B441B61D8P-9 -0X1.85005269A8F04P-7 -0X1.080E2F21FBE24P-3
-0X1.C22BCDB5793CAP-11  -0X1.CA734574847AP-6 -0X1.D8FF943F1FDFAP-3 -0X1.BA6F1AED73AD2P-5
0X1.40432418CF5F1P-9  -0X1.DEBC87B251D92P-6 0X1.C26E4BCC673D1P-3 0X1.6B2B6AC088BACP-2
-0X1.75EE22557FC4DP-4  -0X1.19C89F748950AP+1 -0X1.0A9EF2044B5F1P-2 0X1.9712FE12B44D5P+0
0X1.82DB150B39169P-8  -0X1.9FECB8FC3BF51P-1 -0X1.E4FCB4CD9A063P-1 -0X1.BC1D31F5DC7DFP-3
0X1.D8D8E522FCP-8  -0X1.0F7A0B80F76DDP-4 -0X1.95A519BA56EE7P-3 -0X1.17419F1C91F2FP-2
-0X1.9013AD3FD6AB6P-7  -0X1.3F1E487A2DEF3P-3 -0X1.A014D553E4F65P-6 0X1.273CD2448758EP-6
0X1.E144A3418DCDP-8  -0X1.82CCCA6FAA268P-2 0X1.EDFF7357C13FBP-5 -0X1.DCDCACA835566P-3
-0X1.503A0F6B86023P-6  -0X1.BEB4ACCEDD7F3P-4 0X1.7B459FEE24BE5P-5 -0X1.BB7686630EE9P-10
-0X1.1298A78616742P-4  -0X1.D6617A64C81A7P-3 -0X1.0716CE27FEAD9P+0 -0X1.2E64E063FD21BP-2
-0X1.9988F469C9425P-5  -0X1.43C7EEF518B64P-3 -0X1.EB930D07613ACP-8 -0X1.5A944A779C6DEP-4
0X1.34CC9048B1668P-6  0X1.6C71DC10CB053P-5 -0X1.7C9B3913482C9P-5 0X1.CF212D7B8B37AP-4
-0X1.DB8D5EE3FCEE9P-5  -0X1.48242B1D5C7D6P+0 0X1.905E3D82A1AEBP-1 -0X1.DF5C98F84F94DP+0
0X1.7344861F39A0EP-5  0X1.A4051DCF3618CP-5 -0X1.7C4B20500B24P-3 -0X1.C5C43553410EEP-4
0X1.3E4348E2CF22EP-6  0X1.359EEF3A2D96BP-4 0X1.72F2B283A2C32P-5 0X1.02175CDB1B94FP-3
-0X1.442868759F198P-5  -0X1.4831B3F3CB979P-2 0X1.0C8E732C08265P-2 0X1.1038B0C8C8278P-4
0X1.D7F1B01BBF837P-5  -0X1.324CDE82E8DBFP-2 0X1.A686440474148P-4 0X1.5339B6B41F065P-3
0X1.26CF84D7C288CP-8  -0X1.772D45328C847P-2 0X1.07469F9F2BDA6P-2 0X1.076817CB2BC3BP-5
-0X1.9104C2C3C5B1AP-5  -0X1.491A9B82B237DP-4 0X1.61E5C49EE2F8FP-2 0X1.6FD1515EE7F51P-7
-0X1.EA43DC5720BDP-7  -0X1.8C30E494A2256P-3 -0X1.07D2C0497CC53P-4 0X1.03CC7B29BD567P-1
-0X1.20F81ADD882C8P-6  -0X1.2A68C6A3E189FP-2 0X1.23884DB05D057P-1 -0X1.61BB1FEA2BA3FP-6
-0X1.E740E30F1A3F6P-6  0X1.58F029999CB97P-3 -0X1.1CC2AC054DE04P-5 0X1.4CEDBD62A9C22P-4
-0X1.0D31BA5FDD014P-7  0X1.ED7DBFB14A11P-6 0X1.2DEC8ACC3BA7AP-3 0X1.FEA9B83F18762P-4
0X1.498AEBBC430FEP-6  -0X1.F4293643D7B1CP-5 -0X1.6E2C6149EC82P-3 0X1.637382045435P-5
-0X1.1C3B2106DA946P-6  -0X1.532E6A5F4FDF8P-3 -0X1.30968C9FBE414P-1 0X1.8F2B6FE6078DAP-2
0X1.700D26C693638P-7  -0X1.032240A06DBB7P-4 0X1.AFEE55F011FDEP-4 0X1.61B27F44E579BP-3
-0X1.778A1A37085F2P-6  -0X1.25E9AA6524C4AP-6 0X1.39796A5156396P-7 -0X1.3195E5893EF2AP-4
0X1.09F66839B96A8P-7  -0X1.6296882F597B5P-3 0X1.E7581362450A9P-4 0X1.E3F81EE3F362BP-4
-0X1.C1F146FDF07A4P-6  0X1.986A4D1986184P-2 -0X1.78D598FA227A9P-3 0X1.49BB79E251777P-2
-0X1.09A9CEF6A75D8P-6  0X1.B81EA38D0BFE4P-3 0X1.CC6EC59604137P-2 0X1.309B362D8A79BP-3
0X1.43ECE181D9841P-5  0X1.211A07EF2955CP-2 0X1.43370374B7A7EP-1 -0X1.2ED46DCCD309BP+0
-0X1.058572F2B09A2P-5  -0X1.95889BFD1DB02P-5 0X1.D4AE7B9701A6CP-3 0X1.6836468EDAA4DP-4
-0X1.6F6B61D9B0A1AP-5  -0X1.FFCCCEE07833FP-2 -0X1.A87731DB18AF3P-3 0X1.9FE24D61A673CP-7
-0X1.92D64705D80A2P-10  0X1.85A597939E684P-3 0X1.666919C015FCP-3 -0X1.48F6994FAD107P-2
-0X1.AC35E284F7874P-6  -0X1.06984CF10177DP-4 0X1.BDD138448E918P-4 0X1.BF4306EE88C88P-5
0X1.3CBD9196B4AE6P-8  0X1.805427BDF558FP-5 0X1.34C19DA0C3547P-3 -0X1.A3F1EA8CA8EEDP-2
0X1.B3BF164386505P-6  0X1.0A66D764C7D3EP-4 -0X1.06241EC501B0CP-5 -0X1.B24A98F88D26AP-6
0X1.772A7BFD6385DP-6  -0X1.26A9E977B0CFBP-4 0X1.46853AB0B4814P-2 -0X1.1F3AE33565782P-8
0X1.A36708F6EBA54P-8  0X1.62D04003A560AP-2 0X1.6FAFFF9B3C795P-3 0X1.A9FD6E879265P-4
-0X1.C6060751052B1P-6  -0X1.4D16AEC85B12P-3 -0X1.1142C39C5F82CP-1 0X1.A2179F742649BP-5
-0X1.2B82D7AA73455P-8  0X1.C09F0B692F2C3P-8 0X1.E41C0A5AB2921P-3 0X1.C76B3C1289ECFP-5
-0X1.5ACD9CAF14152P-6  -0X1.4E2C3E680D84DP-5 0X1.25E3811CC6E31P-7 0X1.E7CBEED9DDB9EP-8
0X1.5DACB3E32BB66P-4  -0X1.8367ED99F0AF1P-1 0X1.EEFA3B11EDE9P-2 -0X1.FF9C866BEA97P-1
-0X1.17AFADC19BBCP-5  -0X1.BF6A0C776C1EBP-4 0X1.758D0AE79CFD6P-4 -0X1.4B6CD1F17150EP-3
0X1.4426D6AC2AAB6P-8  0X1.7239EF6EF21F1P-3 -0X1.4463D81EC4C64P-4 -0X1.3CB917376B824P-2
-0X1.0A918946566FAP-5  -0X1.0B42F182960A9P-1 0X1.A9039439C83DEP-5 -0X1.67AD9C362F70DP-2
-0X1.F88E31AEF42CAP-7  0X1.2E5788FF703FAP-4 -0X1.AA5AFC1086488P-5 0X1.AC3A3953F8807P-3
0X1.7345E1C648BFAP-6  -0X1.1F27BE81FE35AP-4 -0X1.545711D6C957BP-4 -0X1.54162AC2BAB9EP-2
0X1.FDF08C841E4CEP-7  -0X1.6E1DA3865ECF9P-4 0X1.4EA897F8B2B27P-3 -0X1.801F1077414A2P-4
-0X1.80BBD8C2BFD98P-7  0X1.38D3F2B04F034P-6 0X1.08FC6C03CBAD8P-5 0X1.578ED7B827E1AP-4
0X1.6F6BB72DE9E67P-6  -0X1.90B0135C72DBAP-7 0X1.36C3119BB0D93P-4 0X1.458F3ED33C283P-3
0X1.918D36B42035EP-6  -0X1.736EA26C2B976P-3 0X1.14C3C90CDF44FP-2 -0X1.5D68B2B0F4316P-6
-0X1.0F2AE28004BE6P-7  0X1.AB7D7282F0AC2P-4 0X1.B459671B96B75P-6 0X1.3FD4FD2523BF4P-5
-0X1.35A9E3386D11FP-5  -0X1.585DE6E515C2FP-3 -0X1.42030430D7A68P-4 -0X1.133DD49AA2FC9P-5
-0X1.D547308CF4434P-6  -0X1.43068636F90D2P-3 -0X1.50ADDC862A386P-2 0X1.FB816AF8D908AP-3
0X1.B1B0B38752A26P-7  0X1.77EFA8F8AE16EP-3 -0X1.A7D50F7CEBD1P-4 0X1.5F24DFDF9DE4DP-3
0X1.77330C763C082P-6  -0X1.568DD0D978F69P-3 -0X1.8B934AFE4205EP-8 0X1.F1E9D5D4CAE5CP-6
-0X1.CF559A3917322P-7  -0X1.25B39BA2EB586P-2 0X1.F3614302BFA0FP-4 -0X1.7E071EF6D5E69P-2
0X1.8A818AE6AD17CP-6  -0X1.715B17CED6D8AP-1 0X1.99C5EB992353P-5 0X1.44270E493704P-1
0X1.0B235A60C7297P-5  -0X1.560DD81C1A844P-3 -0X1.C6791BEE0A079P-5 0X1.DB5DD92BC81AP-3
-0X1.679750146AA24P-5  0X1.9705B16394E2BP-2 0X1.9F03772EC936CP-4 0X1.44B1D22CB368CP-4
-0X1.A6CC22B756F28P-7  0X1.3C16D989FF704P-4 -0X1.997CA5C15E8BAP-5 -0X1.721466E36BABCP-6
0X1.74F943A39661EP-6  0X1.01F81C045A088P-4 -0X1.4C498383C3CAAP-4 -0X1.218CA3DAA9C72P-4
0X1.30A078D969679P-5  -0X1.9CE46A1CE5A42P-2 -0X1.9744394E76EE2P-4 -0X1.DF9FE01A0242DP-2
0X1.479D87E79401EP-6  0X1.45FDD68DBDCC1P-3 -0X1.1BB486A8B6746P-2 -0X1.9B04E1C61C57FP-5
0X1.BDD2E3BFFA1E4P-6  -0X1.5840C124678C8P-3 -0X1.CE2ADA84314D7P-8 -0X1.8FB3B74AAE8EEP-3
0X1.14F6AE7B9A80EP-5  0X1.17E0103F5A0F9P-2 0X1.2BADF629C1CF8P-3 -0X1.58ACEB5E58CACP-4
-0X1.07AC12D8327CAP-7  0X1.7F8C43699078EP-2 -0X1.5C73748D807CBP-2 0X1.BFD3B94ABA544P-3
-0X1.8F54BE6CDF5F4P-11  0X1.6FB56C4781C53P-2 0X1.2DD2C672658F8P-4 0X1.98D0380E5627DP-3
-0X1.0896FCC4B3D29P-6  -0X1.82951FBEE0152P-8 0X1.BBCDF559599ADP-3 -0X1.A99D91B291AE1P-2
-0X1.2206EC860A6E1P-6  -0X1.D769EE45573CAP-5 -0X1.43D77756DE927P-2 0X1.7CFF661999745P-5
-0X1.1AE5B683CDDDFP-8  0X1.29DB692FD14E9P-4 0X1.106DB797CD87CP-5 0X1.B8821CD4AA571P-4
-0X1.EDD5E37E95DABP-7  -0X1.4993F05643FAP-2 -0X1.40E32DDACFF4CP-3 0X1.CCCF0379A32B4P-2
0X1.65041032C920BP-5  -0X1.45A7363B7772P-5 0X1.9D0E7EFE5B4BCP-3 0X1.3F467332C000FP-1
-0X1.25667CF4C340AP-9  -0X1.D86E15952D90EP-4 -0X1.832CC1AC31E47P-4 -0X1.7CF12EDAD81AP-3
0X1.80514336B597AP-4  0X1.8528444A057DFP+1 0X1.BEFF0866E62F6P+1 0X1.124ADDEA54738P-1
0X1.2851F5A158574P-8  0X1.9970C3EA09DBBP-3 -0X1.70A33A3FCB03FP-2 -0X1.18AEFEF74679BP-2
0X1.BA7074626D8D8P-7  0X1.54A3972D7E5ADP-5 -0X1.2D2C0DDA3C43DP-8 -0X1.7F925E7B9BBA4P-2
0X1.D90B3E52E2EA4P-6  -0X1.8D2E73B4772F8P-6 0X1.1224BAB25AC22P-4 -0X1.AC0654E375253P-4
-0X1.8B31A805BE244P-5  0X1.4A20F76F1EEC8P-9 0X1.D10E0BE4B32CP-12 0X1.80B11E64EEFE4P-5
0X1.8C62A0E301959P-4  0X1.9285E5404CC23P-4 -0X1.987BB3664E8B8P+1 0X1.FABE562AB7416P-1
-0X1.6880709BBCD9FP-6  0X1.2A84C2C0755BBP-3 0X1.063F952274E1EP-2 -0X1.EF26CEB2163E8P-6
0X1.4E19F0FFAEE2P-5  0X1.9C34BCC2B2D4P-4 0X1.F7FBA3374AD8AP-2 0X1.5342C6589374AP-5
-0X1.D0ADCC540657BP-9  0X1.759D46CB7EB11P-4 -0X1.2F603E011E51BP-4 0X1.6BD4CE54610AAP-4
-0X1.72F94E5537B52P-5  0X1.0F69A65C85FDFP-3 -0X1.4D8FED1C5CE4DP-2 0X1.9806F5D0A0D2EP-1
0X1.0F3F9735FE306P-6  -0X1.33EE4BF83FC2DP-2 -0X1.A49E94A08BB88P-5 -0X1.3494CD1D8813P-6
-0X1.B88406D0ABA9P-9  -0X1.5D877CA91EC8P-3 -0X1.F0F3CD1139DC2P-4 -0X1.DCDB4598F275CP-5
0X1.3E257ECBBB3BBP-5  -0X1.2F96A93E1FE52P-2 -0X1.90EF9EDAE417P-4 -0X1.E91FDD9B653B7P-7
-0X1.03320E6A78BC9P-6  -0X1.E47F3DA279AA7P-4 -0X1.A45E2EE0BA834P-4 0X1.526C25A3FE1E8P-6
0X1.266AA0A1A9F79P-6  0X1.98CB11FE480CP-3 -0X1.9AE969E4A1152P-3 0X1.A9FC8F94D3453P-4
0X1.3A2546F00B2B9P-7  0X1.98640315135BAP-4 0X1.C7654DFA3C774P-5 -0X1.D15AACE48B715P-4
-0X1.A1239C4A3E444P-7  0X1.AEE3EB0FC70D4P-5 -0X1.643D4C3BC6B81P-3 0X1.52C558F6683E6P-5
0X1.1DDCB793D0422P-6  0X1.47B049A7EE3A6P-3 -0X1.8CFC9FA9C0473P-4 -0X1.36469A7D0A798P-3
