128
-0X1.93F350068803P-9  0X1.8EDBF720CC9EP-1 0X1.7DACEDED935P-2 0X1.D289FD195C9AP-1
0X1.07EA296E8899P-9  0X1.B43423A2563P-1 0X1.D499401BCC84P-2 0X1.B6735675135CP-1
-0X1.A096B5FA79F6P-10  0X1.93EEF240626AP-1 0X1.2B08BD3C1C9P-3 0X1.E18C19CDD286P-1
-0X1.6288334D53FCP-11  0X1.D4D7559F6F6CP-1 0X1.B720F0B89DDCP-2 0X1.BF27A38D2338P-1
-0X1.5B97BA3F26B3P-9  0X1.4BB59DD29D6P-5 0X1.7B9A7335718P-2 0X1.7553128D7912P-1
0X1.303B2680D7A9P-9  0X1.0564CBE3D9P-6 0X1.93F5CFF4523AP-1 0X1.99DA1C091434P-1
-0X1.4D8323499958P-12  0X1.0AC8F27D2BC4P-2 0X1.000F1E4CF5FP-3 0X1.B5229C87CB3EP-1
0X1.B2ED5CC5B891P-9  0X1.69780171B344P-1 0X1.DD1CE344364CP-2 0X1.398054DBAAP-6
0X1.C0031EDAFF9DP-9  0X1.486EEFE8818EP-1 0X1.07EE74FDF8BP-2 0X1.3FF7F943605P-4
0X1.42378D9E0F72P-10  0X1.C67930BD03EP-1 0X1.696911087CB2P-1 0X1.AA7B3A997B18P-2
-0X1.87E76A60B8B6P-10  0X1.728F5BF7EFDAP-1 0X1.6DB87C092454P-1 0X1.397D91D799D8P-3
0X1.1CDEE1701E42P-10  0X1.B1274C40BE7P-3 0X1.4389945763BCP-2 0X1.AFA260DF7DP-6
-0X1.B065FC70C513P-9  0X1.D1834F99CBC6P-1 0X1.7825CCB6D8EP-2 0X1.F950947A6D82P-1
-0X1.801375A75CDCP-11  0X1.7473506575EP-3 0X1.282C72A61DAAP-1 0X1.E9C8A017A764P-1
0X1.5D29A10D1775P-9  0X1.DF5548CBA852P-1 0X1.07D89169D3ACP-1 0X1.E59D53669C2EP-1
0X1.118D82AF3EB1P-9  0X1.54422AAD7C74P-1 0X1.5E4CBF370B16P-1 0X1.700E7F10AEP-2
0X1.E9DD276CF4P-19  0X1.054E2916807EP-1 0X1.B17EAF81842P-3 0X1.8AA35C9E357AP-1
0X1.40273ED44AD9P-9  0X1.0F2DF5A4072P-2 0X1.8FB3AADB6D22P-1 0X1.61D36E2DE9BCP-1
0X1.8CE581B7F08AP-10  0X1.C16E3D73774AP-1 0X1.DE7CD2A2E384P-1 0X1.964746BDC8CCP-2
0X1.B5FF8B7FD741P-9  0X1.00D2CD78B1CCP-1 0X1.AF1746413D9CP-2 0X1.06F8171C8D3P-2
0X1.E17497B0C234P-11  0X1.B2C6E50A97B6P-1 0X1.BAC4424EB22P-1 0X1.332AF0C3EFC8P-3
-0X1.3A790F4F042EP-10  0X1.4F20017538AP-3 0X1.61B17F848C68P-3 0X1.1C58B9981C94P-1
0X1.1035ED8C2C2AP-10  0X1.C031DFF72984P-2 0X1.D0FCC55CD7B8P-2 0X1.230EB8D2371EP-1
0X1.99CCB2B768D1P-9  0X1.6D0BF9EACF48P-2 0X1.54B9B1B6506P-5 0X1.20F1949CA2BP-1
-0X1.08C829E37523P-9  0X1.01942F044B7P-4 0X1.42BDAC8FB7B8P-1 0X1.20A0F2CA78EAP-1
-0X1.00AFB81697038P-8  0X1.C8A66F10AAP-4 0X1.CB09B8127792P-1 0X1.EB1CD17B57ECP-1
-0X1.19AEC3DDBF1BP-9  0X1.F12C663AB8BAP-1 0X1.9B9ACDD60968P-2 0X1.43EDDF5A8C56P-1
-0X1.A53E3DA6F93EP-10  0X1.4E2CDDA76BF8P-2 0X1.E6EB7B46ADFP-4 0X1.66D781BF0D2P-3
-0X1.592E7B4E2E98P-12  0X1.888E86F29B4CP-2 0X1.A7E250CD49DP-1 0X1.9D07B1F4E462P-1
0X1.94CF66E45709P-9  0X1.77E69A7D86CP-4 0X1.D9346865228AP-1 0X1.825E3F7133C4P-1
-0X1.03A8E91BB74BP-9  0X1.AD8EE7943664P-2 0X1.3EBC87CF183P-3 0X1.8489E8F05C0EP-1
0X1.E51EEC8EB6F1P-9  0X1.DD4A7A9069A8P-2 0X1.57FB9843A3D8P-3 0X1.2ED44F94806P-1
0X1.780DAC798E7DP-9  0X1.E985B2C8B8BCP-2 0X1.8D64FC89C068P-1 0X1.AF741527B2DP-4
-0X1.AEB781D0E2E7P-9  0X1.2EE469EBF1EP-2 0X1.34FBE5857008P-3 0X1.0976CABF9038P-2
-0X1.CA2C5993027BP-9  0X1.A502ACFAE854P-2 0X1.D1B096F847E4P-1 0X1.148727A29E46P-1
-0X1.44005025B1FCP-11  0X1.B19467E3FC2CP-1 0X1.3CE7A01A16AEP-1 0X1.9FFC0C8031F8P-1
-0X1.33B41EC85066P-10  0X1.CCFCFF97AD96P-1 0X1.1D785A6FE7P-2 0X1.593DB131E6D2P-1
-0X1.876CBB99CBD7P-9  0X1.F806059D4588P-1 0X1.B9F07A99DBFAP-1 0X1.21A533D1ACF4P-1
-0X1.ED2752A5D0ABP-9  0X1.2C64A56BEE88P-3 0X1.601E9B294478P-2 0X1.EE8BB9CECAFEP-1
0X1.5B494575A911P-9  0X1.CB48FCECA404P-1 0X1.D79E282ADCCP-6 0X1.0A3D9E51602P-2
0X1.C973F9D7661DP-9  0X1.FA4605A7B94EP-1 0X1.E3E275533B18P-1 0X1.6B8DEF9ADB94P-2
-0X1.3306B9A253C7P-9  0X1.4FD2E51E6EAP-1 0X1.94625CA3DA72P-1 0X1.C0BB90CDFA4CP-1
0X1.6A9C6856AE25P-9  0X1.96B46613699AP-1 0X1.32714B68AP-12 0X1.DE0D06C6D1BP-4
0X1.646C04A687A1P-9  0X1.38B20CD1117P-3 0X1.ED0EA8C88678P-3 0X1.3DFFCD1C52A8P-1
-0X1.00E54D23B498P-12  0X1.D8C010FEEF0CP-2 0X1.810D55F76F3P-1 0X1.C82F3EF78684P-2
-0X1.077DAFE56AB7P-9  0X1.1B80DB7ACC38P-1 0X1.56D0A98F0F6AP-1 0X1.42990E609048P-2
0X1.B12007A927D4P-11  0X1.0C472CF9F612P-1 0X1.9647BACF01BP-3 0X1.4A729A6343EEP-1
-0X1.1946F5C340CFP-9  0X1.9131BC717534P-1 0X1.58754D3E6ED6P-1 0X1.A71970CF8EP-4
-0X1.F1D23A036E43P-9  0X1.9897BA98603EP-1 0X1.2570C9F1CF9P-2 0X1.CF749F173E74P-2
0X1.45B78EE2FF59P-9  0X1.6945C874365P-1 0X1.F29653DDB2E2P-1 0X1.4D8F5A02B9FP-3
-0X1.1E988CB62D3BP-9  0X1.11438B7C590AP-1 0X1.03B988253444P-1 0X1.269A34070026P-1
0X1.B7D4929BF82P-14  0X1.9D95605D3A3P-3 0X1.E524A596B68EP-1 0X1.321EDD28E558P-1
-0X1.F379707C30F3P-9  0X1.C0DAC9ADD8P-11 0X1.DFFB177C7CEP-1 0X1.07A1438E39B2P-1
0X1.98FCC44DFA69P-9  0X1.B0E63FA504E8P-1 0X1.27E1D3FC7CDAP-1 0X1.FF27DA5E2AAP-4
0X1.6F84A2271895P-9  0X1.974EF2359504P-2 0X1.0F855877C138P-2 0X1.C4223170DBCP-6
-0X1.C422DEBB86AFP-9  0X1.B32FAEAD6864P-1 0X1.33387203E18CP-2 0X1.F60E31057P-9
0X1.318F6BFE4574P-11  0X1.EBFBD50C112EP-1 0X1.E2D0090F8678P-1 0X1.29283F9E9554P-2
0X1.502F9A539679P-9  0X1.43F329181P-1 0X1.82F198754AA4P-2 0X1.DF1C8FF54958P-2
0X1.4D122E03AD94P-11  0X1.2A73C2E0027AP-1 0X1.663BE7B4BAE8P-2 0X1.7582DD9ED016P-1
-0X1.F0B8C2AF20F8P-12  0X1.39611DA7DABCP-1 0X1.E52F182B2AFCP-2 0X1.09695012AA08P-1
0X1.490B08994568P-12  0X1.A65A7B1A4966P-1 0X1.25E8B9FEE48P-4 0X1.B62E389A1444P-2
-0X1.C1A3AF4638EEP-10  0X1.3D50FE60AF98P-1 0X1.8A3EB41E44AP-5 0X1.AC004C55C908P-2
-0X1.5016D233932CP-11  0X1.E6009D5938F2P-1 0X1.56C3FBBF8598P-2 0X1.A766DD0D53CEP-1
-0X1.19D94E0AA23CP-11  0X1.686F1BBF3D94P-1 0X1.FD4D61DB396CP-2 0X1.7F60CFAAC8P-7
-0X1.631A05C8D818P-12  0X1.8BB177023078P-3 0X1.DAAC29B3D728P-1 0X1.D3A77C606034P-2
-0X1.11946AC0E67P-13  0X1.D8FDFC32BBBP-1 0X1.C796C50E71C2P-1 0X1.3CF0310D39B8P-2
-0X1.CFDE5BF30FF6P-10  0X1.7507150E25EAP-1 0X1.3185B67FA8A4P-1 0X1.BCB19C7A0A06P-1
0X1.A66F4E5EBC01P-9  0X1.CEEC9DC8A8ECP-1 0X1.CA7218647E6EP-1 0X1.9C6C8CCE60B8P-1
0X1.A8A0C158164DP-9  0X1.9616AE08D156P-1 0X1.C279FD849C8P-2 0X1.D2575F0FD248P-3
0X1.51F159E8548P-16  0X1.628D207A8C48P-1 0X1.CBB3B4CE0B74P-2 0X1.745B951C65B4P-1
-0X1.EA16EAFF2E2BP-9  0X1.791115790162P-1 0X1.693F7F1A26FCP-1 0X1.6A99612CD57CP-2
-0X1.5E921498266FP-9  0X1.D389C81B6988P-2 0X1.37F31DCB32A6P-1 0X1.A73B1E1BA2DP-1
0X1.87F9EF890C9DP-9  0X1.8EFC50B7221CP-2 0X1.FFA3522A676P-3 0X1.14F206EE0F8AP-1
-0X1.EA9703676F47P-9  0X1.3CC899E9F2CP-2 0X1.A0E786D4D832P-1 0X1.74E6A06EAE18P-2
0X1.26D78EB4F8A5P-9  0X1.2F50F9FA0D68P-3 0X1.276D3A4F575P-3 0X1.CED000DA6DF6P-1
-0X1.B9E44044BFDFP-9  0X1.1F289048F238P-2 0X1.E4188A4262BCP-2 0X1.B99ED1B192DP-2
